帛堯初見輕旅,C.J inn,萬華區忠孝西路2段38號,"No.38 ,sec2, Zhongxiao W.rd, Wanhua Dist",02-23886813,4
時尚居商旅,Fashion Residence Business Travel Limited,"中山區民生東路三段9巷1之1號2樓, 1之1號 3樓,1之1號4樓, 1之2號2樓, 1之2號3樓, 1之2號4樓, 1之3號2樓, 1之3號3樓, 1之3號4樓","No. 1-1, Sec. 3, Minquan E. Rd., Zhongshan Dist.",02-25090102,8
新驛旅店,CityInn Hotel Branch 1,中正區懷寧街7號,"No.7, Huaining St., Zhongzheng Dist.",02-23148008,51
美侖商旅,Parkview Taipei,中山區吉林路49號1至8樓,"No.49,Jilin Rd.,Jhongshan Dist.",02-25313535,70
長虹大飯店,RAINBOW HOTEL,"萬華區漢中街36號1,3-8樓","No.36, Hanzhong St., Wanhua Dist.",02-23119193,68
大師會館國際酒店,Master Inn,大同區市民大道1段211號16樓等25室,"Civic Boulevard, 16th Floor, No. 211, Section 1, Datong Dist.",02-25597722,24
內江賓?,Nei Jiang Hotel,萬華區西寧南路112號2-6樓,"No.112, Xining S. Rd., Wanhua Dist.",02-23812147,17
町記憶旅店2館,Cho Hotel,萬華區昆明街113號2-4樓，115號1-4樓,"No.119,-1~-6,No.117,-1~-6, Kunming St., Wanhua Dist.",02-23709830,27
旅家雅舍,Cho Hotel,中正區南昌路二段222號11樓,"No.119,-1~-6,No.117,-1~-6, Kunming St., Wanhua Dist.",0926-657353,7
斯格加旅店,4 Plus Hostel,中山區林森北路72號1樓至4樓,"1~4F., No.72, Linsen N. Rd., Zhongshan Dist.",02-25629117,7
涪美飯店,Hotel B7 Journey,中正區重慶南路一段94號,"No. 94, Sec.1, Chongqing S. Rd.., Zhongzheng Dist.",02-23810086,49
清翼居旅店童話館,Morwing Hotel Fairytale,中正區開封街1段36號3-7樓,"3F-7F, No.36, Sec.1, Kaifeng St., Zhongzheng Dist",02-23117168,39
溫拿旅館,WARM LIFE HOTEL,北投區承德路7段380號1-5樓,"1-5F., No.380, Sec. 7, Chengde Rd., Beitou Dist.",02-28213191,28
賓王大飯店,KING PLAZE HOTEL,大同區南京西路163號3至4樓,"3-4F., No.163, Nanjing W. Rd., Datong Dist.",02-25555182,53
采舍精品旅館,Caishe Hotel,中山區農安街34號3樓及7樓,"3 and 7 F., No.34, Nong-an St., Jhongshan District",02-25963969,35
福爾摩莎壹零壹旅館,Formosa101 Hostel,信義區基隆路二段115號5樓、5樓之1及9樓,"5F&9F., No.115, Sec. 2, Keelung Rd., Xinyi Dist.",02-23771579,34
雅璞文旅,Apause INN,中正區黎明里10鄰館前路8號5樓及8樓,"5F, No. 8, Guanqian Rd, Zhongzheng District, 10047",02-23709966,64
台北五號商旅,chez Taipei No5,中正區延平南路160之5號(1樓至4樓),"No.160-5, Yanping S. Rd., Zhongzheng Dist.",02-23883067,6
正二旅館,The Blue by Just Inn,中正區漢口街一段2號3-9樓,"3-9 F, No.2, Sec. 1, Hankou St., Zhongzheng Dist.",02-23708008,55
富園國際商務飯店,Rich Garden Hotel,萬華區中華路一段178號,"No.178, Sec. 1, Zhonghua Rd., Wanhua Dist.",02-23887890,45
台北馥華商旅,FORWARD HOTEL TAIPEI,中山區一江街3號、3號2樓、2樓之1至之14、3號3樓、3樓之1至之14、3號4樓、4樓之1至之14、3號5樓、5樓之1至之14、3號6樓、6樓之1至之14、3號7樓、7樓之1至之14,"1-7F., No.3, Yijiang St., Zhongshan Dist.",02-25118896,90
紫園旅社,PURPLE GARDEN HOTEL,大同區南京西路18巷30號,"No.30, Lane 18, Nanjing W. Rd., Datong District",02-25557178,27
松哖酒店,Sonnien Hotel,大安區仁愛路三段6號及8號1至12樓,"No.6,8 Sec. 3, Ren’ai Rd., Da’an Dist.",02-27070101,89
台北寒舍艾美酒店,Le Meridien Taipei,信義區松仁路38號,"No.38, Songren Rd., Xinyi Dist.",02-66228000,160
台北碧瑤飯店,HOTEL B,松山區八德路二段367號1-10樓,"1-10F., No.367, Sec. 2, Bade Rd., Songshan District",02-27813121,84
俞美飯店,Hotel B6,萬華區武昌街二段106號2-8樓,"No. 106, sec 2., Wuchang St. Wanhua Dist.",02-23883008,42
金弘旅社,JIN HORNG HOTEL,大同區南京西路316號4樓,"4F., No.316, Nanjing W. Rd., Datong District",02-25554038,19
香榭峇里賓館,SHIANG JI SHIEH HOTEL,大安區忠孝東路三段305號7樓,"7F., No.305, Sec. 3, Zhongxiao E. Rd., Da’an Dist.",02-27114159,9
台北世聯商旅,Linkword Hotel Taipei,中山區松江路90巷5號1至7樓,"1-7F., No.5, Ln. 90, Songjiang Rd., Zhongshan Dist.",02-25626161,44
天使青旅,Angels&#39; Hostel . Taipei Ximen,中正區衡陽路51號2樓之2,"2F.-2, No.51, Hengyang Rd., Zhongzheng Dist.",02-23131319,8
城市商旅南東館,CITY SUITES Taipei Nandong,松山區南京東路五段411號地下三樓至7樓,"B3-7F., No.411, Sec. 5, Nanjing E. Rd., Songshan Dist.",02-27425888,127
圓山大飯店,The Grand Hotel,中山區中山北路4段1巷1號,"No.1, Ln. 1, Sec. 4, Zhongshan N. Rd., Zhongshan Dist.",02-28868888,408
富逸旅趣-北車開封館,Rich&Free Hotel-Taipei Main Station(Kaifeng),中正區開封街1段41號2-9樓,"No.41, Sec. 1, Kaifeng St., Zhongzheng Dist.",02-23881788,42
旅樂序精品旅館,Hotel Relax,中正區館前路8號10樓、11樓,"10-11F., No.8, Guanqian Rd., Zhongzheng Dist.",02-23832727,34
南港安樂旅社,MAY ROOMS TAIPEI,南港區南港路一段229號2-3樓,"2-3F., No.229, Sec. 1, Nangang Rd., Nangang Dist.",02-26511797,10
町記憶旅店,Cho Hotel,萬華區昆明街117號、117之1至之6號及119號、119之1至之6號1至7樓,"No.119,-1~-6,No.117,-1~-6, Kunming St., Wanhua Dist.",02-23709830,42
北投老爺酒店,Hotel Royal Beitou,北投區中和街2號1樓及6至12樓,"No.2, Zhonghe St., Beitou Dist.",02-28969777,50
雅莊旅館,ATTIC MOTEL,"中山區民族東路438號B1至4樓,440號B1至5樓","No.438, Minzu E. Rd., Zhongshan Dist.",02-25075999,37
雀客快捷台北永康,CHECK inn Express Taipei Yongkang,中正區信義路二段73號(1至7樓、1樓夾層、公共使用),"No. 73, Sec. 2, Xinyi Rd., Zhongzheng Dist.",02-23212721,43
福華國際文教會館,Howard Civil Service International House,大安區新生南路3段30號(住宿棟1 樓及5樓至14樓),"No.30.Sec.3,Shin-Shene South Road",02-77122323,279
玉璽精品飯店,Royal Jade Boutique Hotel,士林區中山北路七段14巷2之3號2至10樓、11樓（11層及12層）,"2-11F., No. 2-3, Ln. 14, Sec. 7, Zhongshan N. Rd., Shilin Dist.",02-28766579,85
台北漢來大飯店,GRAND HILAI TAIPEI,南港區經貿一路168號,"No. 168, Jingmao 1st Rd., Nangang Dist.",02-27886868,424
東棧商務旅店,VENDOME EAST INN,"大安區忠孝東路四段209號8樓,8樓-1,-2,211號8樓,8樓-1","8F., No. 209, Sec. 4, Zhongxiao E. Rd., Da’an Dist.",02-27117721,23
台北中山意舍酒店,amba Taipei Zhongshan,中山區中山北路二段57之1號1至8樓,"1-8F., No.57-1, Sec. 2, Zhongshan N. Rd., Zhongshan Dist.",02-25652828,90
漫映旅舍,Slow Town Hotel-Reel,中山區吉林路32號1-5樓,"2F.,No.32,Jilin Rd.,Zhongshan Dist.",02-25222111,14
柔美商旅,Roumei Hotel,中山區建國北路二段64巷9號,"No.9, Lane 64, Sec. 2, Jianguo N. Rd., Jhongshan District",02-25031133,47
台糖台北會館,Taisugar Hotel Taipei,中正區中華路一段39號,"No.39, Sec. 1, Zhonghua Rd., Zhongzheng Dist.",02-23885522,68
沃客汽車旅館,Walker Motel,北投區承德路七段236號,"No.236, Sec. 7, Chengde Rd., Beitou Dist.",02-28226666,63
柯達大飯店台北南京,K Hotels Nanjing,松山區南京東路三段333號2至11樓,"No. 333, Sec. 3, Nanjing E. Rd., Songshan Dist.",02-27196666,64
苓旅旅館萬年館,LININN,萬華區西寧南路70號7樓,"7F.,No.70,Sec.1,Xining S. Rd.",02-23814188,29
台北時代寓所,Hotel Resonance Taipei,中正區林森南路7號1至14樓、7-1號1樓,"1~14F., No. 7, Linsen S. Rd., Zhongzheng Dist.",02-77521888,175
柯達大飯店敦南店,KHOTEL TAIPEI DUNNAN,大安區敦化南路二段238號B1-14樓,"No.238, Sec. 2, Dunhua S. Rd., Da’an Dist.",02-27323333,77
薇閣精品旅館,Wego Motel Taipei,"中山區錦州街27、29號,31號2-4樓","No.27, Jinzhou St., Zhongshan Dist.",02-25318000,87
欣欣時尚旅店松山站,Shinshin Hotel Songshan,松山區八德路四段453巷12號8-9樓,"8-9F., No.12, Ln. 453, Sec. 4, Bade Rd., Songshan Dist.",02-27688832,32
立建賓館,HOTEL LEE-CHAN,"松山區八德路四段656,656-1號7-8樓","7F., No.656, Sec. 4, Bade Rd., Songshan District",02-27691135,66
洛碁大飯店忠孝館,Green World ZhongXiao,大安區忠孝東路四段180號1樓、4樓至14樓,"No.180, Sec. 4, Zhongxiao E. Rd., Da’an Dist.",02-27116869,150
西門雲町旅店,VIA LOFT HOTEL,萬華區漢中街52號12樓至13樓,"2,3F.-1-5, No.42, Sec. 1, Minsheng E. Rd., Zhongshan Dist.",02-23112555,32
路徒PLUS行旅-站前館,ROADERS PLUS HOTEL-TAIPEI STATION,中正區忠孝西路一段80號4樓、24至35樓,"4,24-35F., No. 80, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist.",02-23886366,127
富裕自由商旅,R & F HOTEL,大安區忠孝東路四段235號2樓、2樓之1、3樓、3樓之1、4樓之1、5樓之1、6樓之1、7樓、7樓之1及9樓,"3F., No.235, Sec. 4, Zhongxiao E. Rd., Da’an Dist.",02-27413147,67
大安公園旅店,DAAN PARK HOTEL,中正區信義路2段271號8樓,"8F., No.271, Sec. 2, Xinyi Rd., Zhongzheng Dist.",02-23965222,13
綺樂文旅 康定館,LE ROOM HOTEL,萬華區康定路32號1至6樓,"1-6F.,No.32, Kangding Rd., Wanhua Dist.",02-23615868,23
華麗大飯店,FERRARY HOTEL,萬華區康定路41號,"No. 41, Kangding Rd., Wanhua Dist.",02-23818111,88
木文陶喜時尚旅館,M.Taipei Hotel,信義區基隆路一段155號2樓之2、2樓之3,"No.155-2,Sec 1,Keelung Rd.,Xinyi Dist.",02-27494698,15
燦路都飯店,Hotel Sunroute Taipei,中山區民權東路1段9號地下1樓、2-10樓,"No.9, Sec. 1, Minquan E. Rd., Zhongshan Dist.",02-25973610,125
旅城驛鎮,Journey town inn,中山區松江路95-1號6樓,"6f,no.95-1,songjiang rd,zhongshan dist,taipei city 104 taiwan (R.O.C)",02-25081848,10
首都唯客樂飯店,Waikoloa Hotel Taipei,中山區長春路187號1-9樓,"1-9F., No.187, Changchun Rd., Zhongshan Dist.",02-25070168,80
古山園旅社,KUSHANYUAN HOTEL,萬華區華西街40巷16號,"No.16, Lane 40, Huasi St., Wanhua District",02-23067408,20
星西門行旅,STAR XIMEN,萬華區西寧南路36號9樓、9樓之1、9樓之31至43、9樓之45至51、10樓之1,"9F.,No.36,Xining S. Rd.,Wanhua Dist.",02-23313188,54
大地酒店,THE GAIA HOTEL,北投區奇岩路1號,"No.1, Qiyan Rd., Beitou Dist.",02-55518888,48
朗司旅館,chez nous hotel,大安區信義路3段147巷18號、2樓至7樓、2樓之1及6樓之1,"No.18, Ln. 147, Sec. 3, Xinyi Rd., Da’an Dist.",02-27018110,25
天母之星商務會館,Tianmu Star Urban Living,"北投區石牌路一段166巷46號,2樓至7樓、2樓之1至5樓之1、2樓之2至5樓之2","No. 46, Ln. 166, Sec. 1, Shipai Rd., Beitou Dist.",02-28231896,17
信星旅館,star hostel,大同區華陰街48號至48之11號4樓、50號至50之11號5樓,"5F., No.50~ No.50-11,4F., No.48~ No.48-11, Huayin St., Datong Dist.",02-25562015,57
台北北投雅樂軒酒店,Aloft Taipei Beitou,北投區中央里大業路302號、300巷1號，2樓,"No.302, Daye Rd., Beitou Dist.",02-77011788,292
西悠巢旅台北館,C U Hotel Taipei,大同區民生西路198號之2 (代表號),"1F., No.198, Minsheng W. Rd., Datong Dist.",02-25585500,87
台北花園大酒店,Taipei Garden Hotel,中正區中華路2段1號,"No.1, Sec. 2, Zhonghua Rd., Zhongzheng Dist.",02-23143300,241
寧夏2號旅店,NING XIA No.2 INN,大同區寧夏路2號,"No.2, Ningxia Rd., Datong Dist.",02-25507619,19
酩月大飯店,Ming Le Hotel,萬華區成都路21號4至5樓，23號4至5樓，27巷1號4至5樓,"4-5F., No.21, Chengdu Rd., Wanhua Dist.",02-23755218,31
和旅瓏旅館西門館,HATAGO,萬華區西寧南路105號2至5樓、2樓之1至5樓之1,"2-5F., No. 105, Xining S. Rd., Wanhua Dist.",02-23616569,42
老爺大酒店,Hotel Royal-Nikko Taipei,中山區中山北路2段37之1號,"37-1,Chung Shan North Road, Section 2",02-25423266,202
洛碁大飯店林森館,Green World Linsen,中山區林森北路617號1至10樓,"No.617, Linsen N. Rd., Zhongshan Dist.",02-25955225,80
欣欣時尚旅店,SHIHHSIN HOTEL,萬華區昆明街34號4樓,"4F., No.34, Kunming St., Wanhua Dist.",02-23112898,13
茹曦酒店,ILLUME TAIPEI,松山區敦化北路100號,"No.100, Dunhua N. Rd., Songshan Dist.",02-27198399,312
華大HOTEL,Hwa Da Hotel,信義區永吉路30巷150號1-7樓,"1-7F., No.150, Ln. 30, Yongji Rd., Xinyi Dist.",02-27635313,24
首都大飯店松山館,Capital Hotel-SongShan branch,松山區八德路四段658號1至12樓,"1-12F., No.658, Sec. 4, Bade Rd., Songshan Dist.",02-77375577,123
凱達大飯店,Caesar Metro Hotel,萬華區艋舺大道167號,"No.167, Bangka Blvd., Wanhua Dist.",02-23066777,745
帝華旅社,TI HWA HOTEL,萬華區桂林路89號11-12樓,"11-12F., No.206, Guilin Rd., Wanhua District",02-23118411,32
路徒PLUS行旅-主題館,ROADERS PLUS HOTEL-THEME,中正區忠孝西路一段80號5至12樓,"5-12F., No. 80, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist.",02-23311788,109
大倉久和大飯店,The Okura Prestige Taipei,中山區南京東路1段9號,"9 Nanjing E. Rd., Sec. 1",02-25231111,208
雅齊旅館,Anjoy Inn,中正區重慶南路1段86號3樓、3樓之1、4樓、4樓之1、5樓及3樓、4樓等共同使用、5樓共同使用,"3F.3F-1.4F.4F-1.5F., No. 86, Sec. 1, Chongqing S. Rd., Zhongzheng Dist.",02-23709988,93
尚印旅店,StayInn Taipei,中山區中山北路二段71號8樓,"8F., No.71, Sec. 2, Zhongshan N. Rd., Zhongshan Dist.",02-25682270,23
捷絲旅臺大尊賢館,JustSleep Taipei NTU,大安區羅斯福路4段83號1-10樓,"No.83,Sec.4,Roosevelt Rd., Da&#39;an Dist.",02-77355088,76
日光拾玖,sky 19 hotel,中正區忠孝西路一段50號19樓、19樓之1、之2、之5、之17、之27、之29、之31、之43及19樓等共同使用,"19F,19F-1、-2、-5、-17、-27、-29、-31、-43, No. 50, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist.",02-23889998,40
東姿商務旅館,EasternBeauty Hotel,中山區一江街33號1-4樓,"1-4F., No.33, Yijiang St., Zhongshan Dist.",02-25638866,29
新驛旅店復興北路店,CityInn Hotel Plus Fuxing N. Rd. Branch,中山區復興北路338號,"No.338, Fuxing N. Rd., Zhongshan Dist.",02-25158777,120
洛碁大飯店舞衣南京館,Green World Mai-Nanjing,中山區南京東路二段163號1-8樓,"NO.163,SEC.2.NANJING E.ROAD.,ZHONGSHAN DIST.,TAIPEI CITY 104 TAIWAN",02-25035511,40
宜家居商旅,E-JIA,北投區中和街40號3樓及3樓之1,"3F,NO40,JHINGHE ST,BEITOUDIST,TAIPEI",02-28910502,39
東楓商旅,Vendome East Maple inn,大安區忠孝東路四段209號7樓、7樓之1、7樓之2、211號7樓,"No.211-7,No.209-7, Sec. 4, Zhongxiao E. Rd., Da’an Dist.",02-27211511,22
碩美精品飯店,HOTEL BSTAT,中山區中山北路2段71號3樓,"3F., No.71, Sec. 2, Zhongshan N. Rd., Zhongshan Dist.",02-25621598,25
千彩格精品旅店　,Colors Infinity Inn　,中山區林森北路286號2至3樓,"2-3F., No.286, Linsen N. Rd., Zhongshan Dist.",02-25637555,19
米窩飯店-西門,Meworld Hotel - Ximen,萬華區成都路101、103號1-6樓,"1-6F., No.101, Chengdu Rd., Wanhua Dist.",02-23759951,34
貓尾口袋（西門館）,CAT TAIL POCKET INN (XIMEN),萬華區康定路25巷1號2至4樓,"2-4F., No. 1, Ln. 25, Kangding Rd.",02-25586002,10
皇家玫瑰旅館中山館,Royal Rose Hotel Zhongshan,中山區林森北路133巷8號3樓、4樓、7樓,"No.8, Ln. 133, Linsen N. Rd., Zhongshan Dist.",02-25317333,16
思泊客,SPARKLE HOTEL,"信義區信義路五段16號B1,18號B1,B1-1","B1F., No.16, Sec. 5, Xinyi Rd., Xinyi Dist.",02-27230999,45
臺北嘉佩樂酒店 Capella Taipei,Capella Taipei,松山區敦化北路131、133、135、137、139號（地下1樓至2樓、14至17樓）及129號地下1樓至2樓,"No. 131、133、、137、139, Dunhua N. Rd., Songshan Dist.",02-77096868,86
東京國際飯店,Tokyo International Hotel,中山區長春路39號2-6樓,"No.39, Changchun Rd., Zhongshan Dist.",02-25643733,43
宏洲旅社,HON CHOU HOTEL,萬華區漢中街4號1-7樓,"1-7F., No.4, Hanzhong St., Wanhua Dist.",02-23319841,28
日初青旅,Sundaily Hostel,中正區重慶南路一段49號9樓,"9F., No. 49, Sec. 1, Chongqing S. Rd., Zhongzheng Dist.",02-23615222,12
優美飯店,YOMI hotel,中山區民生東路一段28號1-8樓,"No.28, Sec. 1, Minsheng E. Rd., Zhongshan Dist.",02-25255678,63
明日大飯店,Tomorrow Hotel,萬華區成都路23號、27巷1號6至8樓,"4-8F., No.23 and No.1, Ln. 27, Chengdu Rd., Wanhua Dist.",02-23755500,40
怡品商旅,Eastin Taipei Hotel,大安區忠孝東路四段87號13﹑14樓,"13-14F., No.87, Sec. 4, Zhongxiao E. Rd., Da’an Dist.",02-27766136,81
義華酒店,YIHUA Hotel,中山區樂群二路197號,"No.197, Lequn 2nd Rd., Zhongshan Dist.",02-85029988,149
台北君品大酒店,Palais De Chine Hotel Taipei,大同區承德路1段3號(1樓.5樓~16樓及地下1樓.地下3樓),"No.3, Sec. 1, Chengde Rd., Datong Dist.",02-21819999,286
甲山林湯旅JSL hotel,JSL hotel,中山區興安街56、58、60號1樓，62號1至9樓,"1F No.56、58、60,1-9F No.62,Xing’an St.,Zhongshan Dist.",02-25012222,157
柯達大飯店台北天津,K HOTELS TAIPEI TIANJIN,中山區中山北路1段53巷22號、22號4樓至8樓,"No.22, Ln. 53, Sec. 1, Zhongshan N. Rd., Zhongshan Dist.",02-25812222,57
禾裕 北車,Heyu House Hotel - Taipei Main Station,中正區重慶南路一段1號3樓,"3F, No.1, Sec.1, Chongqing S. Rd., Zhongzheng Dist",02-29643678,23
承攜行旅台北八德館,Guide Hotel Taipei Bade,松山區八德路四段213號1-7樓,"No.213, Sec. 4, Bade Rd., Songshan District",02-27425575,76
愛玩客旅店,I Play Inn,萬華區西寧南路30號12樓,"12F., No.30, Xining S. Rd., Wanhua Dist.",02-23316008,1
新驛旅店台北車站二館,Cityinn Hotel Taipei Station Branch II,大同區長安西路83號,"No.83, Chang-an W. Rd., Datong District",02-25555577,50
晶城青年旅館,Starbox Hostel,大同區南京西路288號4樓（本號1戶）,"4F., No. 288, Nanjing W. Rd., Datong Dist.",02-25507220,3
丹居青旅,Starbox Hostel,萬華區漢中街154號,"4F., No. 288, Nanjing W. Rd., Datong Dist.",0977-066154,11
城美行旅,CHAIR MAN HOTEL,"中正區漢口街一段88,90號1-7樓","1-7F., No.88, Sec. 1, Hankou St., Zhongzheng Dist.",02-23147305,59
上華旅館,Good Life Hotel,中山區雙城街5號2樓至6樓,"No.5, Shuangcheng St., Jhongshan Dist.",02-25911190,40
雲富大飯店,Hotel Cloud,中山區長春路24號2樓至8樓,"No.24, Changchun Rd., Zhongshan Dist.",02-25316767,55
山水樂會館,SHAN-SHUI-YUE RESORT,北投區中和街20巷6號,"No.6, Ln. 20, Zhonghe St., Beitou Dist.",02-28922665,18
一加一旅館,one plus one hotel,萬華區昆明街34號3樓,"3F., No.34, Kunming St., Wanhua Dist.",02-23892886,13
和怡商務旅館,The we hotel,南港區重陽路122號,"No.122, Chongyang Rd., Nangang Dist.",02-27890505,43
陽明山美國渡假村,american village resort,士林區凱旋路69號、71號及61巷2弄6至10號,"No.69.Kaixuan Rd.Shlin, Dist.",02-28623232,28
美觀園旅社,MEI KUAN YUAN HOTEL,萬華區西寧南路90巷13號,"NO.13,Lane 90,Xining South Rd.Wanhua Dist",02-23314123,15
珂曼旅館,COMMA Boutique Hotel,萬華區西寧南路77號1-15樓、2樓之1-15樓之1、3樓之2-14樓之2、12樓之3-13樓之3、12樓之5,"1-15th floor,No. 77, Xining South Road, Wanhua District",02-23886000,64
東驛 E-HOUSE,E-HOUSE HOTEL,萬華區西寧南路155號3F,"3F., No.155, Xining S. Rd., Wanhua Dist.",02-23615161,13
雅柏精緻旅館,Alper Motel,松山區南京東路五段319、321、323、325、327、329、331號,"No.325, Sec. 5, Nanjing E. Rd., Songshan Dist.",02-27645858,36
雲沐行旅,Cloud Hotel Arena,大安區忠孝東路四段197號13樓及13樓之4、5、6、7、8、9,"13F., No.197, Sec. 4, Zhongxiao E. Rd., Da’an Dist.",02-27735177,42
東皇大飯店,EMPIRE HOTEL,北投區溫泉路108號1-6樓,"1-6F., No.108, Wenquan Rd., Beitou Dist.",02-28913027,39
豪贊旅店,HAOZHAN HOTEL,萬華區昆明街34號2樓,"2F., No.34, Kunming St., Wanhua Dist.",02-23702199,14
大來商旅,Delight Hotel,松山區長春路432號1-7樓,No. 432 Changchun Rd.,02-27160011,62
洛碁三貝茲,Green World Triplebeds,松山區八德路四段16號1-7樓,"1-7F., No.16, Sec. 4, Bade Rd., Songshan Dist.",02-27630555,54
晴悅旅店,Ching Yueh Hotel,中山區新生北路三段10號2、3樓,"2F., No. 10, Sec. 3, Xinsheng N. Rd., Zhongshan Dist.",02-25992211,19
福泰桔子商務旅館西門店,Forte Orange Hotel-Ximen,萬華區中華路一段166之2號1至11樓,"No. 166-2, Section 1, Zhonghua Rd., Wanhua Dist.",02-23115556,60
情覓汽車旅館,LOVE STORY HOTEL,中山區植福路189號2樓,"No.189, Zhifu Rd., Zhongshan Dist.",02-85020689,16
互舍商旅台北館,"H? House, Taipei",大同區重慶北路二段172號1至14樓、5樓之1至14樓之1及174號、保安街13、11號4樓,"No.172, Sec. 2 Chongqing N. Rd. ,Datong Dist.",02-25533919,148
丹迪旅店-天津店,Dandy Hotel Tianjin Branch,中山區中山北路一段135巷13號,"No.13, Ln. 135, Sec. 1, Zhongshan N. Rd., Zhongshan Dist.",02-25415788,30
薇閣精品旅館(大直),We-Go Motel,中山區敬業三路11號,"No.11, Jingye 3rd Rd., Zhongshan Dist.",02-85026000,96
貴族商務旅館,NOBLE MOTEL,"士林區忠誠路二段21巷10,12號1至6樓","1-6F., No.10,12, Ln. 21, Sec. 2, Zhongcheng Rd., Shilin Dist.",02-28323388,49
台北漫步旅店,Meander Taipei Hostel,萬華區成都路163號2至6樓,"2-6F., No.163, Chengdu Rd., Wanhua Dist.",02-23831334,27
柯達大飯店台北林森,K HOTELS LINSEN,中山區林森北路74號、76號(1樓至8樓 ),"No. 74, Linsen N. Rd., Zhongshan Dist.",02-25712222,49
WESTGATE HOTEL 永安棧,WESTGATE HOTEL,萬華區中華路一段148號1樓、148之1號1樓及150號1至10樓,"No. 148 1F, No. 148-1 1F, No. 150, Section 1, Chung Hwa. Rd., Wanhua Dist.",02-23313161,121
美好行旅北車重慶館,Wondertime,中正區重慶南路一段1號5樓,"5F., No.1, Sec. 1, Chongqing S. Rd., Zhongzheng Dist.",03-2873706,14
承攜行旅台北台大館,Guide Hotel Taipei NTU,中正區羅斯福路三段98號1-8樓,"1-8F., No.98, Sec. 3, Roosevelt Rd., Zhongzheng Dist.",02-23657367,35
美好行旅,美好行旅,中正區開封街一段2號12樓、12樓之1,"12F., No. 2, Sec. 1, Kaifeng St., Zhongzheng Dist.",02-23617608,5
探索汽車旅館延平館,Discovery Motel Yanpin,士林區延平北路五段23號2至5樓及23之1號2至5樓,"No.23, Sec. 5, Yanping N. Rd., Shilin Dist.",02-88112588,40
陸號行旅西門館,hotel6 Ximen,萬華區中華路一段152號5樓、5樓之1、9樓、10樓；成都路1號9樓、10樓,"5th, 1st, 9th, and 10th floors, No. 152, Section 1, Zhonghua Road, Wanhua District",02-23144003,27
金來商旅,Royal Biz Taipei,"中正區金山南路1段71號B1-7樓,71之1號2-7樓","No.71, Sec. 1, Jinshan S. Rd., Zhongzheng Dist.",02-23979399,48
文舺行旅,Monka Hotel,萬華區西園路一段139號1-4樓,"1F-4F., No.139, Sec. 1, Xiyuan Rd., Wanhua Dist.",02-23064990,9
陸號行旅中華館,hotel6 Zhonghua,萬華區中華路一段90號9樓、11樓,"9F.、11F.,No.90,Sec.1,Zhonghua Rd.,Wanhua Dist.",02-23112522,72
雀客旅館台北站前,CHECK inn Taipei Main Station Branch,中正區襄陽路4號(1至10樓),"1F.~10F,No. 4, Xiangyang Rd., Zhongzheng Dist.",02-23120522,100
